path,slug,title,date,expiryDate,publishDate,draft,permalink,kind,section
content/fr/blog/sunset.md,,Coucher de Soleil,2025-06-03T11:16:43-04:00,0001-01-01T00:00:00Z,2025-06-03T11:16:43-04:00,false,https://marclaliberte.photos/blog/2025/06/03/sunset/,page,blog
content/en/blog/sunset.md,,Sunset,2025-06-03T11:16:43-04:00,0001-01-01T00:00:00Z,2025-06-03T11:16:43-04:00,false,https://marclaliberte.photos/en/blog/2025/06/03/sunset/,page,blog
content/en/blog/ribbonSnake.md,,Common garter snake,2025-06-02T08:36:08-04:00,0001-01-01T00:00:00Z,2025-06-02T08:36:08-04:00,false,https://marclaliberte.photos/en/blog/2025/06/02/ribbonsnake/,page,blog
content/fr/blog/ribbonSnake.md,,Couleuvre rayée,2025-06-02T08:36:08-04:00,0001-01-01T00:00:00Z,2025-06-02T08:36:08-04:00,false,https://marclaliberte.photos/blog/2025/06/02/ribbonsnake/,page,blog
content/fr/blog/chevyMaster.md,,Chevy Master,2025-05-31T11:25:17-04:00,0001-01-01T00:00:00Z,2025-05-31T11:25:17-04:00,false,https://marclaliberte.photos/blog/2025/05/31/chevymaster/,page,blog
content/en/blog/chevyMaster.md,,Chevy Master,2025-05-31T11:25:17-04:00,0001-01-01T00:00:00Z,2025-05-31T11:25:17-04:00,false,https://marclaliberte.photos/en/blog/2025/05/31/chevymaster/,page,blog
content/en/blog/cedarWaxwing2.md,,Cedar waxwing,2025-05-30T10:23:40-04:00,0001-01-01T00:00:00Z,2025-05-30T10:23:40-04:00,false,https://marclaliberte.photos/en/blog/2025/05/30/cedarwaxwing2/,page,blog
content/fr/blog/cedarWaxwing2.md,,Jaseur boréal,2025-05-30T10:23:40-04:00,0001-01-01T00:00:00Z,2025-05-30T10:23:40-04:00,false,https://marclaliberte.photos/blog/2025/05/30/cedarwaxwing2/,page,blog
content/en/blog/colorization.md,,A Wedding in Color,2025-05-29T09:38:07-04:00,0001-01-01T00:00:00Z,2025-05-29T09:38:07-04:00,false,https://marclaliberte.photos/en/blog/2025/05/29/colorization/,page,blog
content/fr/blog/colorization.md,,Un mariage en couleur,2025-05-29T09:38:07-04:00,0001-01-01T00:00:00Z,2025-05-29T09:38:07-04:00,false,https://marclaliberte.photos/blog/2025/05/29/colorization/,page,blog
